nlopt_optimizer,fitness_fn,distance_type,noise_type,noise_value,s_fu,s_fv,s_cx,s_cy,s_tx,s_ty,s_tz,s_rx,s_ry,s_rz,s_d0,s_d1,s_d2,s_d3,s_d4,t_fu,t_fv,t_cx,t_cy,t_tx,t_ty,t_tz,t_rx,t_ry,t_rz,t_d0,t_d1,t_d2,t_d3,t_d4,r_fu,r_fv,r_cx,r_cy,r_tx,r_ty,r_tz,r_rx,r_ry,r_rz,r_d0,r_d1,r_d2,r_d3,r_d4,best_fitness,duration_in_s,mean_fitting_reproj_error_col,mean_fitting_reproj_error_row,mean_fitting_reproj_error,mean_dense_reproj_error_col,mean_dense_reproj_error_row,mean_dense_reproj_error,mean_y0_reproj_error_col,mean_y0_reproj_error_row,mean_y0_reproj_error
L_SBPLX,DistanceMap,Medium,salt,0.01,700.0,700.0,450.0,250.0,0.5,2.35,7.9,0.29,-0.1,0.0,-0.25,0.0,-0.1,0.0,0.0,700.0,700.0,400.0,300.0,0.0,2.35,8.4,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1706.4981397081085,718.5569234079011,439.6235239685468,304.82836339625,0.75557552637131,2.358931795796665,7.904291175396832,0.2913582866467337,-0.1003231018580783,-0.0017823098035888,-0.1900022817806949,0.126756744984027,-0.1009445145594959,-0.0044559343390179,-0.4561226698707711,11318.7958984375,2.0699638600001435,228.87198807037063,8.51455820365827,229.2336530253858,173.15450223909352,9.981046189948149,174.13905227352305,152.4742403653363,5.789734106250075,152.88324848465697
L_SBPLX,DistanceMap,Medium,salt,0.01,700.0,650.0,400.0,350.0,0.5,2.85,7.9,0.29,0.0,-0.1,-0.25,0.0,0.0,0.0,0.0,700.0,700.0,400.0,300.0,0.0,2.35,8.4,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1678.3704712829929,-159.6624985009101,439.6824972279896,291.3315433981322,1.155867359182042,2.932028346530977,-2.6653618780904025,0.4959673531128621,-0.0633367387989449,-0.0983165700540076,-0.4682979973889074,0.0022470297066505,0.0749075271060336,-0.0373226725527564,1.166090445638648e-06,19477.2265625,1.869509823000044,115984.4716035868,4434.162141393147,116129.67309489692,1.3647621835973754e+17,4436552805151287.0,1.3741810227019597e+17,2970168.036187011,221287.7309401167,2978583.45462048
L_SBPLX,DistanceMap,Medium,salt,0.01,700.0,650.0,350.0,350.0,0.0,2.85,8.4,0.29,0.0,0.0,0.0,-0.25,0.0,-0.05,1.5,700.0,700.0,400.0,300.0,0.0,2.35,8.4,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2124.800974925057,1135.1107445957073,364.453709607156,349.50224922490213,0.8213301385425822,2.835799179824792,8.435980637833865,0.289538141861806,0.0011143876510551,0.0004514178229875,-1.1246345401707034,-1.0148810610748864,5.592405763170664e-05,-0.0749693117788248,4.586198591563974,9982.646484375,1.4249738060000254,231.21335657791727,98.80370730659877,259.6489170606665,178.7500631209582,62.37942503189298,197.1739160354404,166.9118423648397,116.17843335267334,213.46494448697945
L_SBPLX,DistanceMap,Medium,salt,0.01,700.0,700.0,400.0,300.0,0.0,2.85,8.9,0.29,0.0,0.1,0.25,0.25,0.1,0.0,1.5,700.0,700.0,400.0,300.0,0.0,2.35,8.4,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1810.66448135336,525.1012905863853,393.80648709737,215.5939903185366,-2.9641612478501808e-05,2.810040927321536,8.767265534164066,0.2939992625835574,0.0023557847731822,0.0956832811319321,-0.1998176559856044,0.2705111967723048,0.0885101090965096,-0.3148550026163166,1.0196021842691283,8891.802734375,1.3812072989999251,218.77956553150327,71.58058999640893,237.61052710549376,138.39735122500358,46.16034190265198,151.41085442087842,144.4113402300692,81.08039136933155,174.40905114699694
L_SBPLX,DistanceMap,Medium,salt,0.01,650.0,750.0,400.0,350.0,-0.5,2.35,8.4,0.29,-0.1,0.0,-0.25,0.0,0.0,0.0,1.5,700.0,700.0,400.0,300.0,0.0,2.35,8.4,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1381.1974992833525,691.4736345621878,486.6910306656406,257.0877406463115,-0.2916964496018384,3.180738114870635,6.300149559303694,0.3968611096299052,-0.0993019055672266,0.0008708807960393,-0.272895709276118,-0.5153147448388926,-0.0011295864386561,-0.0029538055773868,1.3387446920589705,11567.13671875,1.5224238420000802,207.3717248207857,43.27266869356696,215.49812324179763,148.62568341257787,39.058139741816646,159.3831117943312,129.34200993026397,33.998083997256714,138.1789055182998
L_SBPLX,DistanceMap,Medium,salt,0.01,650.0,700.0,400.0,300.0,0.0,2.85,8.4,0.29,-0.1,0.1,0.25,0.25,0.1,0.0,0.0,700.0,700.0,400.0,300.0,0.0,2.35,8.4,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1552.3794601914856,1006.3929878055692,556.2684384578338,196.90524534242329,0.1861429470977358,2.8498487685968,8.401221476911248,0.2900943670944005,-0.103575922127793,0.0938514397940676,0.2900045383442381,0.3480288508901121,0.1010460930025704,-3.69030988959151e-05,-0.1934903480456325,8451.419921875,1.5552713810000114,217.5154660252796,65.50093767861722,240.13521214067995,180.6894232263462,86.3018345586647,216.5831077265766,162.72539670962698,51.93743363916424,179.5136956906937
L_SBPLX,DistanceMap,Medium,salt,0.01,700.0,700.0,400.0,350.0,-0.5,2.35,8.4,0.1899999999999999,-0.1,-0.1,-0.25,0.25,0.0,0.0,0.0,700.0,700.0,400.0,300.0,0.0,2.35,8.4,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1568.72894770282,1104.602369029941,515.8026410779707,294.00621907373426,-0.2532532237717997,2.349922405968149,8.437308669627226,0.1896470375960098,-0.1364259392424864,0.0188226318210166,-0.2502147826359313,0.2404312940054143,-0.0002838029826141,7.774172815933467e-05,-1.1402211901393955,10127.57421875,1.5522667379998438,175.155709976442,52.78025563827575,188.45434141593816,117.605381504156,37.729521462574624,128.6198195486035,114.83504266285556,64.29453696159393,137.38539136980822
L_SBPLX,DistanceMap,Medium,salt,0.01,700.0,650.0,450.0,300.0,0.5,2.35,8.4,0.29,0.0,0.1,0.0,-0.25,-0.1,0.05,0.0,700.0,700.0,400.0,300.0,0.0,2.35,8.4,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1517.4718844891574,1096.61527190594,333.4210346990101,355.0988409800556,0.7731014060014458,2.3498592436087,2.84439386294636,-0.0697691646408958,-1.011163039213253,0.0999991722469509,-0.5013748820252087,-0.437079853374012,-0.1248135763058449,0.0937300996315859,0.1249996150158169,15423.107421875,1.7546165239998572,485221116.356797,760093672.89281,901766563.4122264,2939921.017812613,4521314.234086272,5395460.330425317,41735371.77852938,65360657.95360026,77550613.2965666
L_SBPLX,DistanceMap,Medium,salt,0.01,700.0,750.0,400.0,350.0,0.0,2.85,7.9,0.29,-0.1,0.0,0.25,0.0,0.0,0.05,0.0,700.0,700.0,400.0,300.0,0.0,2.35,8.4,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1506.1363959379487,1105.6561893143653,405.3435419393658,392.4750675048511,1.2447900451936027,2.291358735183012,7.8555885240405505,0.2899770097057521,-0.1946085705426353,0.0113842238633342,0.4533746966312577,-0.7867538077520163,-0.0948203597133008,0.0521155869353726,1.325869498538749,10477.2255859375,1.4563565210000888,214.47632025925927,114.5291359022886,258.3143548139937,164.85312105506063,66.91682252409922,189.0361396717808,140.75715676217396,126.74549208772524,201.4329257708244
L_SBPLX,DistanceMap,Medium,salt,0.01,750.0,650.0,350.0,250.0,0.0,1.85,8.4,0.29,0.0,0.0,0.0,0.0,-0.1,0.05,0.0,700.0,700.0,400.0,300.0,0.0,2.35,8.4,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2073.746859831568,646.2475123859033,371.8718176667117,318.7036398877299,0.1249909113742724,1.3875129240554076,8.400531736053008,0.2900233289749255,4.91514939880374e-06,5.527755587821571e-06,-0.9923398906882408,1.2798584127931865,-0.0997000613237552,0.0498543782627518,-0.6202684097937083,9397.66015625,1.4251185209998312,261.08974645778125,41.50935194727308,269.1289665667238,186.9588507053333,30.70645621933496,191.7241012843029,174.88791462623328,40.16586117620753,182.3831671984433
L_SBPLX,DistanceMap,Medium,salt,0.01,700.0,700.0,350.0,300.0,-0.5,1.85,8.4,0.1899999999999999,0.0,0.0,0.0,0.25,0.0,-0.05,1.5,700.0,700.0,400.0,300.0,0.0,2.35,8.4,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1764.0336401194331,878.1894748559794,450.5149390496939,300.84520738144573,-0.963630529133293,1.8500830868204752,8.400214398091011,0.1334676152966575,-5.354101853647129e-06,2.9529753229483348e-05,0.0076632852115498,0.3650548491438666,-0.0082346938418429,-0.0329241907482655,16.484513351782653,9801.68359375,1.3902239139999892,274.6653145826633,30.27184155812162,277.2973433790365,173.99060654955488,27.56156244529636,179.2078270412199,168.62719935064277,28.70153916372046,174.4796812720636
L_SBPLX,DistanceMap,Medium,salt,0.01,650.0,700.0,400.0,350.0,0.0,2.35,8.4,0.29,0.0,0.0,-0.25,-0.25,0.1,0.05,1.5,700.0,700.0,400.0,300.0,0.0,2.35,8.4,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2316.3749072425653,180.4932682861455,281.5864660710234,349.9793728953679,-0.2780121555729015,4.552483255713728,0.000984146436169,0.6100611865666161,0.02136579006209,0.0962142359992496,-0.4723395424937253,-0.2776487246859278,0.0948486673730181,0.0979979553402867,-0.3783543736702173,18833.55859375,1.6670063560000017,1.1149885131123387e+26,1.4226795557529864e+26,1.807544331744824e+26,1.2118644374267465e+25,3.630006792488908e+24,1.3128332670294895e+25,6.775320874684875e+25,4.880089201556606e+25,8.350117675819244e+25
L_SBPLX,DistanceMap,Medium,salt,0.01,700.0,700.0,400.0,350.0,0.5,2.85,8.4,0.1899999999999999,0.0,0.0,0.0,0.25,0.1,0.05,0.0,700.0,700.0,400.0,300.0,0.0,2.35,8.4,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1792.7394629093765,534.7768432497578,317.0635832502789,309.16229803409374,1.154581905703706,4.617011482685956,1.528660747906631,0.1900055024328103,2.8920325497943825e-05,-0.0019544383444165,-0.4549032924258445,0.4828446699802937,0.087046527694991,0.0711364909485071,-1.866682384822381,15265.4560546875,1.717171105000034,7309643.118075131,1840405.6633590176,7604875.099116977,2446800.884900953,230820.28466755323,2480588.00321038,677010.6566313957,337088.8310648489,778774.1229991714
L_SBPLX,DistanceMap,Medium,salt,0.01,700.0,650.0,450.0,300.0,0.5,2.35,8.9,0.29,0.0,0.1,0.0,0.25,0.0,-0.05,0.0,700.0,700.0,400.0,300.0,0.0,2.35,8.4,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2031.646711847233,690.3478683016673,330.0868174492348,300.0880562563524,0.8930904993492073,2.404605037859389,8.898856466007086,0.2900294148886738,1.3003989890207415e-05,0.1001246980984243,0.9679710896101452,0.1763248645561486,-0.0017638758964032,-0.106445759168478,1.7997566980853656,10215.498046875,1.417906258999892,306.6270483624671,16.383955268203888,307.16788240769955,212.3977652887645,11.256892178875116,212.79567785579243,187.1581729560683,9.478069459114204,187.4465235582706
L_SBPLX,DistanceMap,Medium,hlines,128.0,750.0,700.0,450.0,300.0,0.0,1.85,8.4,0.39,0.0,-0.1,0.0,0.0,0.1,0.0,-1.5,700.0,700.0,400.0,300.0,0.0,2.35,8.4,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1147.009008164689,936.5178348904568,425.44765963648064,303.29028461341807,-0.699142092966209,1.4229794717614688,2.148390462171193e-05,0.3885348469154085,0.0017294384136395,-0.1007323861217576,-0.2389108307483369,-0.24990823433629,0.1000069848763698,7.127275601667804e-05,-2.813515917504241,20086.080078125,1.5767429820000416,7.710659338008062e+35,1.2813680956006647e+36,1.4954754664291168e+36,1.0605610841277263e+22,5.538453364683213e+21,1.2342343842876675e+22,9.518006729658782e+18,1.4293977736399477e+19,1.7287226688201783e+19
L_SBPLX,DistanceMap,Medium,hlines,128.0,700.0,700.0,450.0,250.0,0.0,2.85,7.9,0.29,0.1,0.0,0.25,-0.25,0.0,0.0,0.0,700.0,700.0,400.0,300.0,0.0,2.35,8.4,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3347.432134336322,1207.5054164938429,-139.05032337612616,249.02535149918327,0.2522032199625759,2.868937972880964,8.283012800358577,0.2910551089076715,0.1104918105362468,-0.0267144429611261,0.3084041397080638,-0.4892515380636145,-0.0010450649323437,0.005983568443253,0.2143607546855116,11047.615234375,1.7060064199999945,636.1755423831902,88.64535478201788,650.2209284102161,486.8636466549354,75.62188698960699,502.5579236957896,460.77596099732375,61.1338637400884,471.8397396380398
L_SBPLX,DistanceMap,Medium,hlines,128.0,700.0,750.0,400.0,250.0,0.0,2.85,8.4,0.39,0.1,0.0,0.0,0.0,0.0,-0.05,-1.5,700.0,700.0,400.0,300.0,0.0,2.35,8.4,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1437.3620326235955,824.5373201933926,448.98380901944097,248.90817874832453,6.933428092491541e-05,2.8500068435525145,4.215552710536752e-07,0.3845628417190344,0.1030849692322841,-1.000261524618607,0.4006228968510368,-0.3403047568917447,0.0005567252744953,-0.0467482386075043,-1.4988554077017184,17984.01953125,3.24041772999999,1.5379593697082112e+45,3.626493233875979e+49,3.6264932371371447e+49,6.736828425847715e+21,1.6946358271991158e+22,1.832525901726752e+22,5.696362443480496e+18,1.989761641688903e+18,6.033885259855137e+18
L_SBPLX,DistanceMap,Medium,hlines,128.0,700.0,700.0,400.0,350.0,0.0,2.35,8.4,0.29,-0.1,-0.1,0.0,-0.25,0.1,0.05,-1.5,700.0,700.0,400.0,300.0,0.0,2.35,8.4,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2051.062033113023,254.3359163691984,592.4718108274105,413.7720576481319,-0.0001781511642494,2.351105238943036,0.0,0.2900079220284869,-0.0912591724325353,-0.0474547465965384,0.080585094815594,-0.31350133167065,0.1313787146978762,0.0068721247353186,-1.5043968945556552,21489.033203125,3.026024144999837,38106001098.34909,3480459306.3687167,38268116119.07624,2.0576897598234603e+23,4.781476795451763e+22,2.113080595299222e+23,1626245753339356.2,2231746147770304.8,2761851984057137.0
L_SBPLX,DistanceMap,Medium,hlines,128.0,700.0,750.0,450.0,250.0,0.0,2.35,8.9,0.29,0.1,0.0,0.0,-0.25,-0.1,0.0,0.0,700.0,700.0,400.0,300.0,0.0,2.35,8.4,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2228.2788697437936,65.43506035724712,323.9397503683282,516.5200523738024,-0.1245882086784044,2.721548552891486,-0.59297293069255,0.3186060499167308,-0.1023192250133631,6.391495318064336e-07,-0.8479095407755843,-0.4062497083123561,-0.094327416272783,-0.0657632309229983,0.1250083666904615,23937.146484375,2.611125165999965,1567369922.5195107,40186191.33127989,1567888670.6634932,2.004513689029406e+24,3.6910706077284256e+23,2.0382187517684696e+24,3.206559426974304e+25,5.90553974520779e+24,3.260487288050683e+25
L_SBPLX,DistanceMap,Medium,hlines,128.0,650.0,700.0,350.0,300.0,0.0,2.85,8.9,0.29,0.0,0.1,0.0,0.0,0.0,0.05,1.5,700.0,700.0,400.0,300.0,0.0,2.35,8.4,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1542.6841751610557,290.12287544290075,465.81799411251865,372.6777183439072,0.5907237519673191,3.290422448823217,0.6459893087769338,0.3000285974741053,-0.0472344274150669,0.0159015686035934,0.4289747258007702,0.942716365483972,-0.0166716865845714,0.0010697716260997,-2.155068182699657,20042.20703125,2.709492244000103,728247541796.2198,51423481858.85967,730120404010.9603,1.0402050706823089e+29,8.924395510972682e+27,1.0440263754321362e+29,58544607.27672967,16612192.350508127,61433301.062367246
L_SBPLX,DistanceMap,Medium,hlines,128.0,750.0,700.0,350.0,300.0,0.0,1.85,7.9,0.29,0.1,0.0,0.25,0.0,0.1,0.0,0.0,700.0,700.0,400.0,300.0,0.0,2.35,8.4,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1981.336346955808,-317.02736275049904,316.4179370162228,381.996402873172,0.0151767331614424,1.849187241419758,0.0,0.5800013407747893,0.1999971525524812,-5.107959685711423e-06,0.5081128218424971,-0.9792481451620404,0.0962710061521342,0.0055452059425311,6.666855431466175e-05,22359.7890625,2.753071729000112,1815191.2129442657,121533.05064822086,1821087.3406034657,4.389408257166522e+20,6.520063732759953e+19,4.4489363883680747e+20,84890860788063.3,7851656316681.038,85253383728219.08
L_SBPLX,DistanceMap,Medium,hlines,128.0,750.0,700.0,400.0,350.0,0.0,2.85,8.4,0.39,0.1,0.1,0.0,0.0,0.1,0.0,0.0,700.0,700.0,400.0,300.0,0.0,2.35,8.4,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2642.492648162108,1406.0730486385849,729.761789485579,196.85403081781945,-7.38370823609378e-05,2.85027813314794,13.632030949385468,0.1896027093972223,-0.3486785368936108,0.1385318329453083,0.1442921011047498,1.051050036824294,0.0936703203982622,-0.0292258849245182,-0.0702833134853169,13248.9365234375,2.3561383710000428,261.8562998691668,33.77078814077627,268.4142344424047,214.5483739742014,60.13097174414895,233.9175829936852,192.518175101272,14.807996274436928,194.2284302919589
L_SBPLX,DistanceMap,Medium,hlines,128.0,750.0,700.0,400.0,350.0,0.5,2.85,8.4,0.39,0.0,0.0,0.25,0.0,-0.1,0.0,0.0,700.0,700.0,400.0,300.0,0.0,2.35,8.4,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2561.1086892396406,1133.1483641010689,381.2614893839518,229.36751190731843,0.4999736993571764,2.841866962707947,8.341955492528111,0.3901786210180911,-0.3058217998083594,0.7387360097584805,0.7454412175196268,0.8247762659888083,-0.1981451444749621,0.0004001623467953,-0.306743212356398,10360.578125,2.405103310999948,302.45060969455744,180.39337768045723,370.119569629761,404.4844626705383,155.35165006240368,468.1582212572784,178.6116714958806,115.90823949869238,217.32231752180505
L_SBPLX,DistanceMap,Medium,hlines,128.0,700.0,700.0,450.0,350.0,0.5,1.85,8.4,0.29,0.0,0.0,0.0,0.0,0.1,0.05,-1.5,700.0,700.0,400.0,300.0,0.0,2.35,8.4,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2105.665299756087,612.6242302431037,396.5957904749455,363.42480942807913,0.0121283576046093,3.685278505187453,4.2211975698789175,0.4674147492033208,-0.0177333112218595,0.0047896086514625,0.2148104391859691,-0.1390183010142955,0.0994602499094522,-0.0003652677238674,-1.598996066912132,17326.859375,1.9946265559999568,1188.2725329770212,287.0783339221601,1240.8073062767692,520.6518969584113,127.94718474599222,551.0406302457318,386.737491465593,162.8766625301505,434.55723983972
L_SBPLX,DistanceMap,Medium,hlines,128.0,750.0,650.0,400.0,300.0,0.0,2.35,7.9,0.39,0.1,0.0,-0.25,0.0,0.1,0.0,0.0,700.0,700.0,400.0,300.0,0.0,2.35,8.4,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2109.907008658465,566.0287672047696,410.69001450550695,311.7890282487217,-1.0804203686506575,2.496894047369195,7.621284022979101,0.4370311995991659,0.1196532026517098,-0.0346175463352939,-0.3405887640194106,0.1966191531829967,0.1005793684473743,-0.045332925342882,0.1961988844814952,13457.658203125,2.3245688619999783,352.820732077026,18.503767701765938,353.57458720100965,254.7731189209768,19.77077317570351,256.7854197510585,235.92636537011808,16.105235977860787,237.7917417306901
L_SBPLX,DistanceMap,Medium,hlines,128.0,750.0,700.0,400.0,350.0,0.0,2.35,8.4,0.29,0.1,0.0,-0.25,0.25,-0.1,0.0,-1.5,700.0,700.0,400.0,300.0,0.0,2.35,8.4,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3844.182594420373,747.0070973333904,348.3051662786431,346.3350194216255,0.2310897314417882,2.341917375556928,0.0024153111750197,0.3559637526948391,0.0851489101680151,0.0660645868538541,-0.5465993684953517,0.2231217592636551,-0.0871278335697072,0.4446555215019738,-1.699845951919731,21936.46875,2.978981911000119,2.431160292605468e+22,4.787681088819793e+22,5.369583836453596e+22,9.352890735349202e+22,3.746457398765434e+21,9.372965437754192e+22,3.746477051988389e+16,4.19576421914024e+16,5.70580988922619e+16
L_SBPLX,DistanceMap,Medium,hlines,128.0,750.0,700.0,450.0,300.0,0.0,2.85,7.9,0.1899999999999999,0.0,0.0,-0.25,0.0,0.0,-0.05,0.0,700.0,700.0,400.0,300.0,0.0,2.35,8.4,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2247.075119803639,847.4233668004051,446.92934161375786,299.99256800092087,0.0007101325012853,2.8500327149995632,7.749008703969197,0.185438214186856,-0.0001476073680678,0.0002940355973311,-0.2764396354885171,0.4046404588692984,-0.0002820814128861,-0.0222794623470677,0.1908637558332996,10381.5556640625,1.7495614419999583,345.1717671887371,73.16920199397447,358.04719849563475,231.96064529578464,50.332747130553926,242.3629836960249,223.72095031136928,81.62795333701126,245.606938499844
L_SBPLX,DistanceMap,Medium,hlines,128.0,700.0,650.0,450.0,300.0,0.0,2.35,7.9,0.1899999999999999,0.0,0.1,-0.25,0.25,0.0,0.0,0.0,700.0,700.0,400.0,300.0,0.0,2.35,8.4,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1985.040068008033,722.2438972927737,410.7105907718308,301.03147412664856,0.0071168051557534,2.450999476879121,7.896831876806479,0.1869884717552336,-0.0168106370832621,0.0008353515233098,-0.0750343627778994,-0.3960050882778023,-0.0347799812495455,-7.727281725865341e-05,1.3515665733228293,13631.41015625,1.792216486999905,281.77471735375866,29.88578709278647,285.8618314144366,191.0313285615963,26.49231745642362,195.4310205923933,181.34125841752308,33.94045876843511,187.6709039652181
L_SBPLX,DistanceMap,Medium,hlines,128.0,750.0,700.0,400.0,300.0,0.0,1.85,7.9,0.29,-0.1,-0.1,0.0,0.0,0.1,0.0,1.5,700.0,700.0,400.0,300.0,0.0,2.35,8.4,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1779.387402208229,1022.6295905795572,543.6834181603831,290.67042251437886,-0.0129913152911599,1.8507589148939587,7.89965002799385,0.2899871530229624,-0.1427994640893762,-0.0832198120103173,0.000217331098972,0.0090947872690152,0.0987008784742336,0.0002172308251658,1.0344829437474354,10330.1015625,1.6050949240000136,260.8783071566168,47.98656037549687,268.38019313367755,166.384885625681,74.37411335329179,192.38771694631555,167.60847140004313,31.321308820159025,174.04281596254663
L_SBPLX,DistanceMap,Medium,hlines,128.0,650.0,700.0,400.0,250.0,0.0,2.85,8.4,0.29,0.0,0.1,0.0,-0.25,0.1,-0.05,0.0,700.0,700.0,400.0,300.0,0.0,2.35,8.4,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1237.1418024691552,425.21158253748257,878.3442499896921,246.34467746749368,0.0010811109443071,2.85057007563711,0.0009105821387067,0.5800031777746533,-0.9812499051470284,0.2091210732100342,-0.090423597960298,-0.2301555786922472,0.1122784366007896,-0.0792611908340903,-6.626886022551774e-06,22539.39453125,1.9985414420000325,4.178972154938975e+17,3.787184961094378e+20,3.78718726674502e+20,9.82940336212614e+23,1.519623138483061e+23,9.94617675524954e+23,184104974306.4364,71414021561.53041,202715896198.9164
L_SBPLX,DistanceMap,Medium,hlines,128.0,750.0,750.0,400.0,350.0,0.5,2.35,8.4,0.29,0.1,0.0,0.0,0.0,-0.1,-0.05,0.0,700.0,700.0,400.0,300.0,0.0,2.35,8.4,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1961.6285047959868,681.6847064567364,237.53725256960115,348.2441996641102,0.5001948573659498,2.3507554137817994,8.443105726202418,0.2940949571721669,0.0992812589931069,0.0020122741063496,-0.0007259452399427,-0.1450790260412992,-0.0998451692305392,-0.0437882269559785,-0.8474786828120509,13329.6591796875,1.603816464999909,258.0584791401092,36.246405306121545,262.25547713444195,182.4882781264631,42.17591077076388,191.36282206882305,162.03535151196485,39.41918923245666,170.88706436320336
L_SBPLX,DistanceMap,Medium,hlines,128.0,700.0,650.0,400.0,250.0,0.0,2.35,7.9,0.39,-0.1,0.0,0.0,0.0,-0.1,0.0,-1.5,700.0,700.0,400.0,300.0,0.0,2.35,8.4,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1396.5412987443533,392.39777449884446,319.27565324353014,334.7875069595906,0.7491447464052249,3.3276378627274275,-0.0128937208077741,0.779868929886909,-0.0613980563377499,-0.0006030400389045,0.2370272285860071,-0.2935144787061782,-0.0731992736016469,0.0278255325884803,-1.5010355861089144,20872.955078125,1.9778339249999133,1.897460927374588e+18,2.3681843433790705e+18,3.034577081216614e+18,4.5509043644694734e+24,4.8165991788543086e+23,4.6873422990569286e+24,5.43437267175372e+24,5.273402630953443e+24,7.572396030831749e+24
L_SBPLX,DistanceMap,Medium,hlines,128.0,700.0,750.0,350.0,350.0,0.0,2.35,8.4,0.1899999999999999,0.0,0.1,0.0,0.25,0.0,-0.05,0.0,700.0,700.0,400.0,300.0,0.0,2.35,8.4,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1728.6263812601433,1159.9912725640263,425.6531374121931,219.5500397798907,0.5684008861369314,2.357688731774372,8.475767124867762,0.2065106241503865,-0.0002913741766795,0.0085432348778203,-0.6332867343325583,0.3065388234453998,-0.0061187456259047,0.0235915207261573,1.6664604145927484,12499.958984375,1.6431430899999668,205.32891084696607,40.97073063813359,215.3004045547069,155.493859592801,88.33545639071424,192.4873101321468,149.63312964769278,20.16984144932212,153.53549959414124
L_SBPLX,DistanceMap,Medium,hlines,128.0,750.0,700.0,400.0,300.0,0.0,1.85,7.9,0.29,0.1,0.1,0.0,-0.25,0.0,-0.05,0.0,700.0,700.0,400.0,300.0,0.0,2.35,8.4,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1208.247658689385,1083.5095154125722,387.3369166667367,285.4614877795173,-0.002379904796366,1.850054768519058,-3.950495003982768,0.7975246242178105,0.0453338983186146,0.1745773868396643,-0.0217133561543245,-0.2391360151114863,0.0001155798384359,-0.0499918368015135,-2.534509042881951e-05,17188.787109375,2.0028082200001336,120784442.677594,188115829.3924972,225428826.9036829,5.650354532130428e+19,3.128037246842367e+20,3.213196575672317e+20,2649943643.722729,2818959623.943989,3879181340.337133
L_SBPLX,DistanceMap,Medium,hlines,128.0,700.0,650.0,350.0,350.0,0.5,2.35,8.4,0.29,0.0,0.0,0.0,-0.25,-0.1,0.05,0.0,700.0,700.0,400.0,300.0,0.0,2.35,8.4,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1919.193922112404,679.6801113588019,345.80633005894083,347.90436424302163,0.3634424408309492,2.361271353188013,8.547303005592951,0.2928140668192237,0.0032125930964989,0.002620421014034,-0.0095093275553943,-0.123491543412474,-0.1121697091093072,0.0035773963581624,0.7168204120020345,13478.0732421875,1.4610340450001331,252.6185153879913,36.1315925665436,257.70815782387314,179.43235215897036,42.53569490320798,188.5832797075764,157.82706126172246,39.25030073027084,166.76940696909122
L_SBPLX,DistanceMap,Medium,hlines,128.0,650.0,700.0,350.0,300.0,0.0,1.85,8.4,0.29,0.0,0.1,0.0,-0.25,-0.1,0.0,-1.5,700.0,700.0,400.0,300.0,0.0,2.35,8.4,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2732.689182166191,425.12278458336135,504.0489118017001,307.32430927504583,0.2602897695638125,1.664138243936168,-2.132236294855259,0.2579166093446314,0.003076474238143,0.0890700006847371,0.0967444934514778,-0.2930914974735723,-0.1011511296983377,0.0087140378753979,-1.467437554261811,22848.59375,2.2589658469998994,1200315147.6547258,61683310.74465521,1201971015.6156986,7.197939825288632e+23,7.578775905166812e+23,1.045664692476995e+24,10730174471.339762,737510999.3813351,10756140263.065271
